"Region,Subregion,Country,Month,By_Air,By_Sea,Total_Arrivals,Previous_Year_Arrivals,Growth_Percent"
"EUROPE,Central/Eastern Europe,Estonia,September,39,0,39,45,-13.3"
"EUROPE,Central/Eastern Europe,Hungary,September,136,0,136,137,-0.7"
"EUROPE,Central/Eastern Europe,Kazakhstan,September,118,0,118,99,19.2"
"EUROPE,Central/Eastern Europe,Lithuania,September,144,0,144,92,56.5"
"EUROPE,Central/Eastern Europe,Poland,September,2654,0,2654,2243,18.3"
"EUROPE,Central/Eastern Europe,Romania,September,198,0,198,254,-22.0"
"EUROPE,Central/Eastern Europe,Russia,September,3228,0,3228,4199,-23.1"
"EUROPE,Central/Eastern Europe,Slovakia,September,335,0,335,255,31.4"
"EUROPE,Central/Eastern Europe,Ukraine,September,303,0,303,191,58.6"
"EUROPE,Central/Eastern Europe,Others,September,532,0,532,377,41.1"
"EUROPE,Southern/Mediterranean Europe,Greece,September,220,0,220,106,107.5"
"EUROPE,Southern/Mediterranean Europe,Italy,September,2340,0,2340,1902,23.0"
"EUROPE,Southern/Mediterranean Europe,Portugal,September,459,0,459,410,12.0"
"EUROPE,Southern/Mediterranean Europe,Spain,September,4841,0,4841,4166,16.2"
"EUROPE,Southern/Mediterranean Europe,Turkey,September,423,0,423,361,17.2"
"EUROPE,Southern/Mediterranean Europe,Israel,September,2136,0,2136,3142,-32.0"
"EUROPE,Southern/Mediterranean Europe,Others,September,459,0,459,619,-25.8"
"MIDDLE EAST,,Bahrain,September,76,0,76,54,40.7"
"MIDDLE EAST,,Egypt,September,261,0,261,232,12.5"
"MIDDLE EAST,,Iraq,September,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,September,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,September,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,September,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,September,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,September,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,September,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,September,862,0,862,836,3.1"
"MIDDLE EAST,,Others,September,78,0,78,58,34.5"
"AMERICAS,North America,Canada,October,2444,0,2444,2339,4.5"
"AMERICAS,North America,Mexico,October,94,0,94,90,4.4"
"AMERICAS,North America,United States,October,3991,0,3991,3170,25.9"
"AMERICAS,Caribbean & Central America,Costa Rica,October,11,0,11,5,120.0"
"AMERICAS,Caribbean & Central America,Jamaica,October,5,0,5,9,-44.4"
"AMERICAS,Caribbean & Central America,Others,October,83,0,83,95,-12.6"
"AMERICAS,South America,Argentina,October,70,0,70,91,-23.1"
"AMERICAS,South America,Brazil,October,156,0,156,125,24.8"
"AMERICAS,South America,Chile,October,54,0,54,40,35.0"
"AMERICAS,South America,Colombia,October,67,0,67,62,8.1"
"AMERICAS,South America,Others,October,55,0,55,72,-23.6"
"AFRICA,North Africa,Morocco,October,82,0,82,100,-18.0"
"AFRICA,North Africa,Sudan,October,90,0,90,115,-21.7"
"AFRICA,North Africa,Others,October,115,0,115,191,-39.8"
"AFRICA,Sub-Saharan Africa,Kenya,October,88,0,88,42,109.5"
"AFRICA,Sub-Saharan Africa,Mauritius,October,69,0,69,21,228.6"
"AFRICA,Sub-Saharan Africa,Nigeria,October,39,0,39,7,457.1"
"AFRICA,Sub-Saharan Africa,South Africa,October,437,0,437,259,68.7"
"AFRICA,Sub-Saharan Africa,Others,October,300,0,300,300,0.0"
"ASIA & PACIFIC,North East Asia,China,October,10864,0,10864,9164,18.6"
"ASIA & PACIFIC,North East Asia,Japan,October,2253,0,2253,2392,-5.8"
"ASIA & PACIFIC,North East Asia,South Korea,October,1105,0,1105,876,26.1"
"ASIA & PACIFIC,North East Asia,Others,October,19,0,19,2,850.0"
"ASIA & PACIFIC,South East Asia,Cambodia,October,29,0,29,59,-50.8"
"ASIA & PACIFIC,South East Asia,Indonesia,October,356,0,356,297,19.9"
"ASIA & PACIFIC,South East Asia,Malaysia,October,1810,0,1810,1013,78.7"
"ASIA & PACIFIC,South East Asia,Myanmar,October,172,0,172,82,109.8"
"ASIA & PACIFIC,South East Asia,Philippines,October,588,0,588,407,44.5"
"ASIA & PACIFIC,South East Asia,Singapore,October,1011,0,1011,717,41.0"
"ASIA & PACIFIC,South East Asia,Thailand,October,724,0,724,581,24.6"
"ASIA & PACIFIC,South East Asia,Vietnam,October,273,0,273,202,35.1"
"ASIA & PACIFIC,South East Asia,Others,October,17,0,17,4,325.0"
"ASIA & PACIFIC,Oceania,Australia,October,7903,0,7903,6523,21.2"
"ASIA & PACIFIC,Oceania,New Zealand,October,1069,0,1069,780,37.1"
"ASIA & PACIFIC,Oceania,Others,October,51,0,51,27,88.9"
"ASIA & PACIFIC,South Asia,Afghanistan,October,4,0,4,7,-42.9"
"ASIA & PACIFIC,South Asia,Bangladesh,October,5521,0,5521,3732,47.9"
"ASIA & PACIFIC,South Asia,Bhutan,October,51,0,51,41,24.4"
"ASIA & PACIFIC,South Asia,India,October,48113,0,48113,36417,32.1"
"ASIA & PACIFIC,South Asia,Iran,October,632,0,632,591,6.9"
"ASIA & PACIFIC,South Asia,Maldives,October,2780,0,2780,2880,-3.5"
"ASIA & PACIFIC,South Asia,Nepal,October,455,0,455,552,-17.6"
"ASIA & PACIFIC,South Asia,Pakistan,October,1677,0,1677,1140,47.1"
"EUROPE,Northern Europe,Denmark,October,969,0,969,739,31.1"
"EUROPE,Northern Europe,Finland,October,450,0,450,215,109.3"
"EUROPE,Northern Europe,Norway,October,574,0,574,442,29.9"
"EUROPE,Northern Europe,Sweden,October,861,0,861,716,20.3"
"EUROPE,Northern Europe,United Kingdom,October,12934,0,12934,10206,26.7"
"EUROPE,Northern Europe,Others,October,777,0,777,726,7.0"
"EUROPE,Western Europe,Austria,October,878,0,878,917,-4.3"
"EUROPE,Western Europe,Belgium,October,877,0,877,847,3.5"
"EUROPE,Western Europe,France,October,5157,0,5157,4688,10.0"
"EUROPE,Western Europe,Germany,October,9753,0,9753,9217,5.8"
"EUROPE,Western Europe,Netherlands,October,3441,0,3441,2859,20.4"
"EUROPE,Western Europe,Switzerland,October,2079,0,2079,1816,14.5"
"EUROPE,Western Europe,Others,October,23,0,23,39,-41.0"
"EUROPE,Central/Eastern Europe,Belarus,October,719,0,719,504,42.7"
"EUROPE,Central/Eastern Europe,Czech Republic,October,875,0,875,729,20.0"
"EUROPE,Central/Eastern Europe,Estonia,October,176,0,176,131,34.4"
"EUROPE,Central/Eastern Europe,Hungary,October,434,0,434,431,0.7"
"EUROPE,Central/Eastern Europe,Kazakhstan,October,246,0,246,213,15.5"
"EUROPE,Central/Eastern Europe,Lithuania,October,271,0,271,285,-4.9"
"EUROPE,Central/Eastern Europe,Poland,October,2182,0,2182,2132,2.3"
"EUROPE,Central/Eastern Europe,Romania,October,352,0,352,354,-0.6"
"EUROPE,Central/Eastern Europe,Russia,October,11496,0,11496,10367,10.9"
"EUROPE,Central/Eastern Europe,Slovakia,October,385,0,385,439,-12.3"
"EUROPE,Central/Eastern Europe,Ukraine,October,529,0,529,350,51.1"
"EUROPE,Central/Eastern Europe,Others,October,1090,0,1090,1038,5.0"
"EUROPE,Southern/Mediterranean Europe,Greece,October,269,0,269,142,89.4"
"EUROPE,Southern/Mediterranean Europe,Italy,October,1913,0,1913,1431,33.7"
"EUROPE,Southern/Mediterranean Europe,Portugal,October,492,0,492,633,-22.3"
"EUROPE,Southern/Mediterranean Europe,Spain,October,3692,0,3692,3458,6.8"
"EUROPE,Southern/Mediterranean Europe,Turkey,October,583,0,583,409,42.5"
"EUROPE,Southern/Mediterranean Europe,Israel,October,1929,0,1929,1398,38.0"
"EUROPE,Southern/Mediterranean Europe,Others,October,715,0,715,706,1.3"
"MIDDLE EAST,,Bahrain,October,61,0,61,64,-4.7"
"MIDDLE EAST,,Egypt,October,305,0,305,326,-6.4"
"MIDDLE EAST,,Iraq,October,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,October,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,October,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,October,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,October,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,October,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,October,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,October,862,0,862,836,3.1"
"MIDDLE EAST,,Others,October,78,0,78,58,34.5"
"AMERICAS,North America,Canada,November,2959,368,3327,3085,7.8"
"AMERICAS,North America,Mexico,November,115,38,153,87,75.9"
"AMERICAS,North America,United States,November,4616,668,5284,4472,18.2"
"AMERICAS,Caribbean & Central America,Costa Rica,November,7,0,7,9,-22.2"
"AMERICAS,Caribbean & Central America,Jamaica,November,3,0,3,5,-40.0"
"AMERICAS,Caribbean & Central America,Others,November,92,15,107,84,27.4"
"AMERICAS,South America,Argentina,November,108,2,110,66,66.7"
"AMERICAS,South America,Brazil,November,188,69,257,186,38.2"
"AMERICAS,South America,Chile,November,70,0,70,34,105.9"
"AMERICAS,South America,Colombia,November,73,0,73,52,40.4"
"AMERICAS,South America,Others,November,64,0,64,64,0.0"
"AFRICA,North Africa,Morocco,November,91,0,91,74,23.0"
"AFRICA,North Africa,Sudan,November,172,0,172,111,55.0"
"AFRICA,North Africa,Others,November,120,0,120,70,71.4"
"AFRICA,Sub-Saharan Africa,Kenya,November,61,0,61,62,-1.6"
"AFRICA,Sub-Saharan Africa,Mauritius,November,179,1,180,120,50.0"
"AFRICA,Sub-Saharan Africa,Nigeria,November,10,0,10,19,-47.4"
"AFRICA,Sub-Saharan Africa,South Africa,November,392,4,396,320,23.8"
"AFRICA,Sub-Saharan Africa,Others,November,375,0,375,344,9.0"
"ASIA & PACIFIC,North East Asia,China,November,9203,14,9217,8371,10.1"
"ASIA & PACIFIC,North East Asia,Japan,November,2697,7,2704,2178,24.2"
"ASIA & PACIFIC,North East Asia,South Korea,November,1042,0,1042,1188,-12.3"
"ASIA & PACIFIC,North East Asia,Others,November,29,0,29,15,93.3"
"ASIA & PACIFIC,South East Asia,Cambodia,November,59,0,59,53,11.3"
"ASIA & PACIFIC,South East Asia,Indonesia,November,612,4,616,532,15.8"
"ASIA & PACIFIC,South East Asia,Malaysia,November,2152,3,2155,1467,46.9"
"ASIA & PACIFIC,South East Asia,Myanmar,November,380,0,380,65,0.0"
"ASIA & PACIFIC,South East Asia,Philippines,November,573,7,580,398,45.7"
"ASIA & PACIFIC,South East Asia,Singapore,November,1268,9,1277,1197,6.7"
"ASIA & PACIFIC,South East Asia,Thailand,November,830,1,831,622,33.6"
"ASIA & PACIFIC,South East Asia,Vietnam,November,292,0,292,346,-15.6"
"ASIA & PACIFIC,South East Asia,Others,November,18,0,18,16,12.5"
"ASIA & PACIFIC,Oceania,Australia,November,8871,513,9384,7937,18.2"
"ASIA & PACIFIC,Oceania,New Zealand,November,1074,52,1126,915,23.1"
"ASIA & PACIFIC,Oceania,Others,November,34,0,34,41,-17.1"
"ASIA & PACIFIC,South Asia,Afghanistan,November,3,0,3,5,-40.0"
"ASIA & PACIFIC,South Asia,Bangladesh,November,4151,0,4151,3375,23.0"
"ASIA & PACIFIC,South Asia,Bhutan,November,58,0,58,80,-27.5"
"ASIA & PACIFIC,South Asia,India,November,51349,42,51391,41120,25.0"
"ASIA & PACIFIC,South Asia,Iran,November,1051,0,1051,804,30.7"
"ASIA & PACIFIC,South Asia,Maldives,November,2357,0,2357,2982,-21.0"
"ASIA & PACIFIC,South Asia,Nepal,November,455,0,455,386,17.9"
"ASIA & PACIFIC,South Asia,Pakistan,November,1721,0,1721,1148,49.9"
"EUROPE,Northern Europe,Denmark,November,1141,5,1146,1036,10.6"
"EUROPE,Northern Europe,Finland,November,700,4,704,534,31.8"
"EUROPE,Northern Europe,Norway,November,964,4,968,783,23.6"
"EUROPE,Northern Europe,Sweden,November,1275,8,1283,1132,13.3"
"EUROPE,Northern Europe,United Kingdom,November,15064,1851,16915,12912,31.0"
"EUROPE,Northern Europe,Others,November,961,67,1028,761,35.1"
"EUROPE,Western Europe,Austria,November,1763,3,1766,1705,3.6"
"EUROPE,Western Europe,Belgium,November,1557,15,1572,1390,13.1"
"EUROPE,Western Europe,France,November,8447,12,8459,6665,26.9"
"EUROPE,Western Europe,Germany,November,14442,76,14518,12593,15.3"
"EUROPE,Western Europe,Netherlands,November,3925,13,3938,3387,16.3"
"EUROPE,Western Europe,Switzerland,November,3224,8,3232,2490,29.8"
"EUROPE,Western Europe,Others,November,99,0,99,77,28.6"
"EUROPE,Central/Eastern Europe,Belarus,November,1820,0,1820,1429,27.4"
"EUROPE,Central/Eastern Europe,Czech Republic,November,2009,5,2014,1357,48.4"
"EUROPE,Central/Eastern Europe,Estonia,November,432,0,432,234,84.6"
"EUROPE,Central/Eastern Europe,Hungary,November,529,0,529,648,-18.4"
"EUROPE,Central/Eastern Europe,Kazakhstan,November,297,1,298,289,3.1"
"EUROPE,Central/Eastern Europe,Lithuania,November,505,2,507,488,3.9"
"EUROPE,Central/Eastern Europe,Poland,November,5326,5,5331,5164,3.2"
"EUROPE,Central/Eastern Europe,Romania,November,429,22,451,531,-15.1"
"EUROPE,Central/Eastern Europe,Russia,November,24921,32,24953,29053,-14.1"
"EUROPE,Central/Eastern Europe,Slovakia,November,811,19,830,736,12.8"
"EUROPE,Central/Eastern Europe,Ukraine,November,886,9,895,554,61.6"
"EUROPE,Central/Eastern Europe,Others,November,1787,3,1790,1916,-6.6"
"EUROPE,Southern/Mediterranean Europe,Greece,November,508,1,509,260,95.8"
"EUROPE,Southern/Mediterranean Europe,Italy,November,2990,15,3005,2237,34.3"
"EUROPE,Southern/Mediterranean Europe,Portugal,November,976,45,1021,856,19.3"
"EUROPE,Southern/Mediterranean Europe,Spain,November,4621,45,4666,3655,27.7"
"EUROPE,Southern/Mediterranean Europe,Turkey,November,735,31,766,620,23.5"
"EUROPE,Southern/Mediterranean Europe,Israel,November,1594,0,1594,878,81.5"
"EUROPE,Southern/Mediterranean Europe,Others,November,1021,40,1061,771,37.6"
"MIDDLE EAST,,Bahrain,November,61,0,61,64,-4.7"
"MIDDLE EAST,,Egypt,November,305,0,305,326,-6.4"
"MIDDLE EAST,,Iraq,November,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,November,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,November,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,November,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,November,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,November,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,November,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,November,862,0,862,836,3.1"
"MIDDLE EAST,,Others,November,78,0,78,58,34.5"
"AMERICAS,North America,Canada,December,3799,139,3938,3781,4.2"
"AMERICAS,North America,Mexico,December,132,20,152,137,10.9"
"AMERICAS,North America,United States,December,8028,496,8524,8212,3.8"
"AMERICAS,Caribbean & Central America,Costa Rica,December,10,0,10,4,150.0"
"AMERICAS,Caribbean & Central America,Jamaica,December,0,0,0,11,-18.2"
"AMERICAS,Caribbean & Central America,Others,December,92,0,92,103,-10.7"
"AMERICAS,South America,Argentina,December,102,0,102,99,3.0"
"AMERICAS,South America,Brazil,December,242,17,259,208,24.5"
"AMERICAS,South America,Chile,December,75,1,76,47,61.7"
"AMERICAS,South America,Colombia,December,74,4,78,59,32.2"
"AMERICAS,South America,Others,December,81,3,84,57,47.4"
"AFRICA,North Africa,Morocco,December,117,0,117,121,-3.3"
"AFRICA,North Africa,Sudan,December,141,0,141,96,46.9"
"AFRICA,North Africa,Others,December,279,0,279,145,92.4"
"AFRICA,Sub-Saharan Africa,Kenya,December,149,0,149,137,8.8"
"AFRICA,Sub-Saharan Africa,Mauritius,December,141,2,143,251,-43.0"
"AFRICA,Sub-Saharan Africa,Nigeria,December,0,0,0,13,-61.5"
"AFRICA,Sub-Saharan Africa,South Africa,December,1193,17,1210,1089,11.1"
"AFRICA,Sub-Saharan Africa,Others,December,787,0,787,659,19.4"
"ASIA & PACIFIC,North East Asia,China,December,10339,25,10364,9924,4.4"
"ASIA & PACIFIC,North East Asia,Japan,December,4393,4,4397,3599,22.2"
"ASIA & PACIFIC,North East Asia,South Korea,December,1342,2,1344,1266,6.2"
"ASIA & PACIFIC,North East Asia,Others,December,36,0,36,19,89.5"
"ASIA & PACIFIC,South East Asia,Cambodia,December,60,0,60,59,1.7"
"ASIA & PACIFIC,South East Asia,Indonesia,December,456,1,457,379,20.6"
"ASIA & PACIFIC,South East Asia,Malaysia,December,2246,2,2248,1726,30.2"
"ASIA & PACIFIC,South East Asia,Myanmar,December,153,0,153,82,86.6"
"ASIA & PACIFIC,South East Asia,Philippines,December,511,1,512,485,5.6"
"ASIA & PACIFIC,South East Asia,Singapore,December,1974,7,1981,2011,-1.5"
"ASIA & PACIFIC,South East Asia,Thailand,December,778,5,783,648,20.8"
"ASIA & PACIFIC,South East Asia,Vietnam,December,267,0,267,158,69.0"
"ASIA & PACIFIC,South East Asia,Others,December,25,0,25,25,0.0"
"ASIA & PACIFIC,Oceania,Australia,December,14478,342,14820,13109,13.1"
"ASIA & PACIFIC,Oceania,New Zealand,December,1831,19,1850,1562,18.4"
"ASIA & PACIFIC,Oceania,Others,December,54,0,54,45,20.0"
"ASIA & PACIFIC,South Asia,Afghanistan,December,0,0,0,61,-88.5"
"ASIA & PACIFIC,South Asia,Bangladesh,December,4453,0,4453,4154,7.2"
"ASIA & PACIFIC,South Asia,Bhutan,December,16,0,16,90,-82.2"
"ASIA & PACIFIC,South Asia,India,December,56712,3,56715,52881,7.3"
"ASIA & PACIFIC,South Asia,Iran,December,643,0,643,794,-19.0"
"ASIA & PACIFIC,South Asia,Maldives,December,3887,0,3887,6903,-43.7"
"ASIA & PACIFIC,South Asia,Nepal,December,534,0,534,449,18.9"
"ASIA & PACIFIC,South Asia,Pakistan,December,1595,0,1595,1389,14.8"
"EUROPE,Northern Europe,Denmark,December,1944,4,1948,1713,13.7"
"EUROPE,Northern Europe,Finland,December,1038,0,1038,774,34.1"
"EUROPE,Northern Europe,Norway,December,1733,15,1748,1478,18.3"
"EUROPE,Northern Europe,Sweden,December,4179,14,4193,3676,14.1"
"EUROPE,Northern Europe,United Kingdom,December,20114,421,20535,18757,9.5"
"EUROPE,Northern Europe,Others,December,1314,13,1327,1134,17.0"
"EUROPE,Western Europe,Austria,December,2523,97,2620,2401,9.1"
"EUROPE,Western Europe,Belgium,December,1537,16,1553,1337,16.2"
"EUROPE,Western Europe,France,December,7259,11,7270,6332,14.8"
"EUROPE,Western Europe,Germany,December,14588,2119,16707,14703,13.6"
"EUROPE,Western Europe,Netherlands,December,4529,46,4575,3893,17.5"
"EUROPE,Western Europe,Switzerland,December,3355,126,3481,3246,7.2"
"EUROPE,Western Europe,Others,December,122,5,127,102,24.5"
"EUROPE,Central/Eastern Europe,Belarus,December,2029,5,2034,1408,44.5"
"EUROPE,Central/Eastern Europe,Czech Republic,December,2715,0,2715,2299,18.1"
"EUROPE,Central/Eastern Europe,Estonia,December,864,0,864,576,50.0"
"EUROPE,Central/Eastern Europe,Hungary,December,953,0,953,978,-2.6"
"EUROPE,Central/Eastern Europe,Kazakhstan,December,771,0,771,1932,-60.1"
"EUROPE,Central/Eastern Europe,Lithuania,December,661,0,661,867,-23.8"
"EUROPE,Central/Eastern Europe,Poland,December,6858,12,6870,6233,10.2"
"EUROPE,Central/Eastern Europe,Romania,December,1366,1,1367,1243,10.0"
"EUROPE,Central/Eastern Europe,Russia,December,27956,31,27987,35268,-20.6"
"EUROPE,Central/Eastern Europe,Slovakia,December,975,1,976,713,36.9"
"EUROPE,Central/Eastern Europe,Ukraine,December,1242,1,1243,1156,7.5"
"EUROPE,Central/Eastern Europe,Others,December,2246,0,2246,2456,-8.6"
"EUROPE,Southern/Mediterranean Europe,Greece,December,855,2,857,533,60.8"
"EUROPE,Southern/Mediterranean Europe,Italy,December,6467,15,6482,5695,13.8"
"EUROPE,Southern/Mediterranean Europe,Portugal,December,702,2,704,636,10.7"
"EUROPE,Southern/Mediterranean Europe,Spain,December,3229,15,3244,2801,15.8"
"EUROPE,Southern/Mediterranean Europe,Turkey,December,677,1,678,803,-15.6"
"EUROPE,Southern/Mediterranean Europe,Israel,December,3515,0,3515,2054,71.1"
"EUROPE,Southern/Mediterranean Europe,Others,December,156,0,156,119,31.1"
"MIDDLE EAST,,Bahrain,December,61,0,61,64,-4.7"
"MIDDLE EAST,,Egypt,December,305,0,305,326,-6.4"
"MIDDLE EAST,,Iraq,December,114,0,114,119,-4.2"
"MIDDLE EAST,,Jordan,December,262,0,262,275,-4.7"
"MIDDLE EAST,,Kuwait,December,219,0,219,198,10.6"
"MIDDLE EAST,,Lebanon,December,248,0,248,283,-12.4"
"MIDDLE EAST,,Oman,December,518,0,518,685,-24.4"
"MIDDLE EAST,,Qatar,December,159,0,159,156,1.9"
"MIDDLE EAST,,Saudi Arabia,December,1068,0,1068,1276,-16.3"
"MIDDLE EAST,,United Arab Emirates,December,862,0,862,836,3.1"
"MIDDLE EAST,,Others,December,78,0,78,58,34.5"
